Methods	Samples	Features	Effect size	Date types	Evaluation
ALDEx2_wi	500	200	10	mix	FDR
fastANCOM	500	200	10	mix	FDR
DACOMP	500	200	10	mix	FDR
ZicoSeq	500	200	10	mix	FDR
limma_voom	500	200	10	mix	FDR
DESeq2	500	200	10	mix	FDR
Corncob	500	200	10	mix	FDR
MaAsLin2	500	200	10	mix	FDR
AAnew	20	200	1	abundant	F1 score
wilcox	20	200	1	abundant	F1 score
LinDA	20	200	1	abundant	F1 score
MetagenomeSeq	20	200	1	abundant	F1 score
LEfSe	20	200	1	abundant	F1 score
edgeR	20	200	1	abundant	F1 score
ALDEx2_wi	20	200	1	abundant	F1 score
fastANCOM	20	200	1	abundant	F1 score
DACOMP	20	200	1	abundant	F1 score
ZicoSeq	20	200	1	abundant	F1 score
limma_voom	20	200	1	abundant	F1 score
DESeq2	20	200	1	abundant	F1 score
Corncob	20	200	1	abundant	F1 score
MaAsLin2	20	200	1	abundant	F1 score
AAnew	50	200	1	abundant	F1 score
wilcox	50	200	1	abundant	F1 score
LinDA	50	200	1	abundant	F1 score
MetagenomeSeq	50	200	1	abundant	F1 score
LEfSe	50	200	1	abundant	F1 score
edgeR	50	200	1	abundant	F1 score
ALDEx2_wi	50	200	1	abundant	F1 score
fastANCOM	50	200	1	abundant	F1 score
DACOMP	50	200	1	abundant	F1 score
ZicoSeq	50	200	1	abundant	F1 score
limma_voom	50	200	1	abundant	F1 score
DESeq2	50	200	1	abundant	F1 score
Corncob	50	200	1	abundant	F1 score
MaAsLin2	50	200	1	abundant	F1 score
AAnew	100	200	1	abundant	F1 score
wilcox	100	200	1	abundant	F1 score
LinDA	100	200	1	abundant	F1 score
MetagenomeSeq	100	200	1	abundant	F1 score
LEfSe	100	200	1	abundant	F1 score
edgeR	100	200	1	abundant	F1 score
ALDEx2_wi	100	200	1	abundant	F1 score
fastANCOM	100	200	1	abundant	F1 score
DACOMP	100	200	1	abundant	F1 score
ZicoSeq	100	200	1	abundant	F1 score
limma_voom	100	200	1	abundant	F1 score
DESeq2	100	200	1	abundant	F1 score
Corncob	100	200	1	abundant	F1 score
MaAsLin2	100	200	1	abundant	F1 score
AAnew	200	200	1	abundant	F1 score
wilcox	200	200	1	abundant	F1 score
LinDA	200	200	1	abundant	F1 score
MetagenomeSeq	200	200	1	abundant	F1 score
LEfSe	200	200	1	abundant	F1 score
edgeR	200	200	1	abundant	F1 score
ALDEx2_wi	200	200	1	abundant	F1 score
fastANCOM	200	200	1	abundant	F1 score
DACOMP	200	200	1	abundant	F1 score
ZicoSeq	200	200	1	abundant	F1 score
limma_voom	200	200	1	abundant	F1 score
DESeq2	200	200	1	abundant	F1 score
Corncob	200	200	1	abundant	F1 score
MaAsLin2	200	200	1	abundant	F1 score
AAnew	300	200	1	abundant	F1 score
wilcox	300	200	1	abundant	F1 score
LinDA	300	200	1	abundant	F1 score
MetagenomeSeq	300	200	1	abundant	F1 score
LEfSe	300	200	1	abundant	F1 score
edgeR	300	200	1	abundant	F1 score
ALDEx2_wi	300	200	1	abundant	F1 score
fastANCOM	300	200	1	abundant	F1 score
DACOMP	300	200	1	abundant	F1 score
ZicoSeq	300	200	1	abundant	F1 score
limma_voom	300	200	1	abundant	F1 score
DESeq2	300	200	1	abundant	F1 score
Corncob	300	200	1	abundant	F1 score
MaAsLin2	300	200	1	abundant	F1 score
AAnew	500	200	1	abundant	F1 score
wilcox	500	200	1	abundant	F1 score
LinDA	500	200	1	abundant	F1 score
MetagenomeSeq	500	200	1	abundant	F1 score
LEfSe	500	200	1	abundant	F1 score
edgeR	500	200	1	abundant	F1 score
ALDEx2_wi	500	200	1	abundant	F1 score
fastANCOM	500	200	1	abundant	F1 score
DACOMP	500	200	1	abundant	F1 score
ZicoSeq	500	200	1	abundant	F1 score
limma_voom	500	200	1	abundant	F1 score
DESeq2	500	200	1	abundant	F1 score
Corncob	500	200	1	abundant	F1 score
MaAsLin2	500	200	1	abundant	F1 score
AAnew	20	200	2	abundant	F1 score
wilcox	20	200	2	abundant	F1 score
LinDA	20	200	2	abundant	F1 score
MetagenomeSeq	20	200	2	abundant	F1 score
LEfSe	20	200	2	abundant	F1 score
edgeR	20	200	2	abundant	F1 score
ALDEx2_wi	20	200	2	abundant	F1 score
fastANCOM	20	200	2	abundant	F1 score
DACOMP	20	200	2	abundant	F1 score
ZicoSeq	20	200	2	abundant	F1 score
limma_voom	20	200	2	abundant	F1 score
DESeq2	20	200	2	abundant	F1 score
Corncob	20	200	2	abundant	F1 score
MaAsLin2	20	200	2	abundant	F1 score
AAnew	50	200	2	abundant	F1 score
wilcox	50	200	2	abundant	F1 score
LinDA	50	200	2	abundant	F1 score
MetagenomeSeq	50	200	2	abundant	F1 score
LEfSe	50	200	2	abundant	F1 score
edgeR	50	200	2	abundant	F1 score
ALDEx2_wi	50	200	2	abundant	F1 score
fastANCOM	50	200	2	abundant	F1 score
DACOMP	50	200	2	abundant	F1 score
ZicoSeq	50	200	2	abundant	F1 score
limma_voom	50	200	2	abundant	F1 score
DESeq2	50	200	2	abundant	F1 score
Corncob	50	200	2	abundant	F1 score
MaAsLin2	50	200	2	abundant	F1 score
AAnew	100	200	2	abundant	F1 score
wilcox	100	200	2	abundant	F1 score
LinDA	100	200	2	abundant	F1 score
MetagenomeSeq	100	200	2	abundant	F1 score
LEfSe	100	200	2	abundant	F1 score
edgeR	100	200	2	abundant	F1 score
ALDEx2_wi	100	200	2	abundant	F1 score
fastANCOM	100	200	2	abundant	F1 score
DACOMP	100	200	2	abundant	F1 score
ZicoSeq	100	200	2	abundant	F1 score
limma_voom	100	200	2	abundant	F1 score
DESeq2	100	200	2	abundant	F1 score
Corncob	100	200	2	abundant	F1 score
MaAsLin2	100	200	2	abundant	F1 score
AAnew	200	200	2	abundant	F1 score
wilcox	200	200	2	abundant	F1 score
LinDA	200	200	2	abundant	F1 score
MetagenomeSeq	200	200	2	abundant	F1 score
LEfSe	200	200	2	abundant	F1 score
edgeR	200	200	2	abundant	F1 score
ALDEx2_wi	200	200	2	abundant	F1 score
fastANCOM	200	200	2	abundant	F1 score
DACOMP	200	200	2	abundant	F1 score
ZicoSeq	200	200	2	abundant	F1 score
limma_voom	200	200	2	abundant	F1 score
DESeq2	200	200	2	abundant	F1 score
Corncob	200	200	2	abundant	F1 score
MaAsLin2	200	200	2	abundant	F1 score
AAnew	300	200	2	abundant	F1 score
wilcox	300	200	2	abundant	F1 score
LinDA	300	200	2	abundant	F1 score
MetagenomeSeq	300	200	2	abundant	F1 score
LEfSe	300	200	2	abundant	F1 score
edgeR	300	200	2	abundant	F1 score
ALDEx2_wi	300	200	2	abundant	F1 score
fastANCOM	300	200	2	abundant	F1 score
DACOMP	300	200	2	abundant	F1 score
ZicoSeq	300	200	2	abundant	F1 score
limma_voom	300	200	2	abundant	F1 score
DESeq2	300	200	2	abundant	F1 score
Corncob	300	200	2	abundant	F1 score
MaAsLin2	300	200	2	abundant	F1 score
AAnew	500	200	2	abundant	F1 score
wilcox	500	200	2	abundant	F1 score
LinDA	500	200	2	abundant	F1 score
MetagenomeSeq	500	200	2	abundant	F1 score
LEfSe	500	200	2	abundant	F1 score
edgeR	500	200	2	abundant	F1 score
ALDEx2_wi	500	200	2	abundant	F1 score
fastANCOM	500	200	2	abundant	F1 score
DACOMP	500	200	2	abundant	F1 score
ZicoSeq	500	200	2	abundant	F1 score
limma_voom	500	200	2	abundant	F1 score
DESeq2	500	200	2	abundant	F1 score
Corncob	500	200	2	abundant	F1 score
MaAsLin2	500	200	2	abundant	F1 score
AAnew	20	200	5	abundant	F1 score
wilcox	20	200	5	abundant	F1 score
LinDA	20	200	5	abundant	F1 score
MetagenomeSeq	20	200	5	abundant	F1 score
LEfSe	20	200	5	abundant	F1 score
edgeR	20	200	5	abundant	F1 score
ALDEx2_wi	20	200	5	abundant	F1 score
fastANCOM	20	200	5	abundant	F1 score
DACOMP	20	200	5	abundant	F1 score
ZicoSeq	20	200	5	abundant	F1 score
limma_voom	20	200	5	abundant	F1 score
DESeq2	20	200	5	abundant	F1 score
Corncob	20	200	5	abundant	F1 score
MaAsLin2	20	200	5	abundant	F1 score
AAnew	50	200	5	abundant	F1 score
wilcox	50	200	5	abundant	F1 score
LinDA	50	200	5	abundant	F1 score
MetagenomeSeq	50	200	5	abundant	F1 score
LEfSe	50	200	5	abundant	F1 score
edgeR	50	200	5	abundant	F1 score
ALDEx2_wi	50	200	5	abundant	F1 score
fastANCOM	50	200	5	abundant	F1 score
DACOMP	50	200	5	abundant	F1 score
ZicoSeq	50	200	5	abundant	F1 score
limma_voom	50	200	5	abundant	F1 score
DESeq2	50	200	5	abundant	F1 score
Corncob	50	200	5	abundant	F1 score
MaAsLin2	50	200	5	abundant	F1 score
AAnew	100	200	5	abundant	F1 score
wilcox	100	200	5	abundant	F1 score
LinDA	100	200	5	abundant	F1 score
MetagenomeSeq	100	200	5	abundant	F1 score
LEfSe	100	200	5	abundant	F1 score
edgeR	100	200	5	abundant	F1 score
ALDEx2_wi	100	200	5	abundant	F1 score
fastANCOM	100	200	5	abundant	F1 score
DACOMP	100	200	5	abundant	F1 score
ZicoSeq	100	200	5	abundant	F1 score
limma_voom	100	200	5	abundant	F1 score
DESeq2	100	200	5	abundant	F1 score
Corncob	100	200	5	abundant	F1 score
MaAsLin2	100	200	5	abundant	F1 score
AAnew	200	200	5	abundant	F1 score
wilcox	200	200	5	abundant	F1 score
LinDA	200	200	5	abundant	F1 score
MetagenomeSeq	200	200	5	abundant	F1 score
LEfSe	200	200	5	abundant	F1 score
edgeR	200	200	5	abundant	F1 score
ALDEx2_wi	200	200	5	abundant	F1 score
fastANCOM	200	200	5	abundant	F1 score
DACOMP	200	200	5	abundant	F1 score
ZicoSeq	200	200	5	abundant	F1 score
limma_voom	200	200	5	abundant	F1 score
DESeq2	200	200	5	abundant	F1 score
Corncob	200	200	5	abundant	F1 score
MaAsLin2	200	200	5	abundant	F1 score
AAnew	300	200	5	abundant	F1 score
wilcox	300	200	5	abundant	F1 score
LinDA	300	200	5	abundant	F1 score
MetagenomeSeq	300	200	5	abundant	F1 score
LEfSe	300	200	5	abundant	F1 score
edgeR	300	200	5	abundant	F1 score
ALDEx2_wi	300	200	5	abundant	F1 score
fastANCOM	300	200	5	abundant	F1 score
DACOMP	300	200	5	abundant	F1 score
ZicoSeq	300	200	5	abundant	F1 score
limma_voom	300	200	5	abundant	F1 score
DESeq2	300	200	5	abundant	F1 score
Corncob	300	200	5	abundant	F1 score
MaAsLin2	300	200	5	abundant	F1 score
AAnew	500	200	5	abundant	F1 score
wilcox	500	200	5	abundant	F1 score
LinDA	500	200	5	abundant	F1 score
MetagenomeSeq	500	200	5	abundant	F1 score
LEfSe	500	200	5	abundant	F1 score
edgeR	500	200	5	abundant	F1 score
ALDEx2_wi	500	200	5	abundant	F1 score
fastANCOM	500	200	5	abundant	F1 score
DACOMP	500	200	5	abundant	F1 score
ZicoSeq	500	200	5	abundant	F1 score
limma_voom	500	200	5	abundant	F1 score
DESeq2	500	200	5	abundant	F1 score
Corncob	500	200	5	abundant	F1 score
MaAsLin2	500	200	5	abundant	F1 score
AAnew	20	200	10	abundant	F1 score
wilcox	20	200	10	abundant	F1 score
LinDA	20	200	10	abundant	F1 score
MetagenomeSeq	20	200	10	abundant	F1 score
LEfSe	20	200	10	abundant	F1 score
edgeR	20	200	10	abundant	F1 score
ALDEx2_wi	20	200	10	abundant	F1 score
fastANCOM	20	200	10	abundant	F1 score
DACOMP	20	200	10	abundant	F1 score
ZicoSeq	20	200	10	abundant	F1 score
limma_voom	20	200	10	abundant	F1 score
DESeq2	20	200	10	abundant	F1 score
Corncob	20	200	10	abundant	F1 score
MaAsLin2	20	200	10	abundant	F1 score
AAnew	50	200	10	abundant	F1 score
wilcox	50	200	10	abundant	F1 score
LinDA	50	200	10	abundant	F1 score
MetagenomeSeq	50	200	10	abundant	F1 score
LEfSe	50	200	10	abundant	F1 score
edgeR	50	200	10	abundant	F1 score
ALDEx2_wi	50	200	10	abundant	F1 score
fastANCOM	50	200	10	abundant	F1 score
DACOMP	50	200	10	abundant	F1 score
ZicoSeq	50	200	10	abundant	F1 score
limma_voom	50	200	10	abundant	F1 score
DESeq2	50	200	10	abundant	F1 score
Corncob	50	200	10	abundant	F1 score
MaAsLin2	50	200	10	abundant	F1 score
AAnew	100	200	10	abundant	F1 score
wilcox	100	200	10	abundant	F1 score
LinDA	100	200	10	abundant	F1 score
MetagenomeSeq	100	200	10	abundant	F1 score
LEfSe	100	200	10	abundant	F1 score
edgeR	100	200	10	abundant	F1 score
ALDEx2_wi	100	200	10	abundant	F1 score
fastANCOM	100	200	10	abundant	F1 score
DACOMP	100	200	10	abundant	F1 score
ZicoSeq	100	200	10	abundant	F1 score
limma_voom	100	200	10	abundant	F1 score
DESeq2	100	200	10	abundant	F1 score
Corncob	100	200	10	abundant	F1 score
MaAsLin2	100	200	10	abundant	F1 score
AAnew	200	200	10	abundant	F1 score
wilcox	200	200	10	abundant	F1 score
LinDA	200	200	10	abundant	F1 score
MetagenomeSeq	200	200	10	abundant	F1 score
LEfSe	200	200	10	abundant	F1 score
edgeR	200	200	10	abundant	F1 score
ALDEx2_wi	200	200	10	abundant	F1 score
fastANCOM	200	200	10	abundant	F1 score
DACOMP	200	200	10	abundant	F1 score
ZicoSeq	200	200	10	abundant	F1 score
limma_voom	200	200	10	abundant	F1 score
DESeq2	200	200	10	abundant	F1 score
Corncob	200	200	10	abundant	F1 score
MaAsLin2	200	200	10	abundant	F1 score
AAnew	300	200	10	abundant	F1 score
wilcox	300	200	10	abundant	F1 score
LinDA	300	200	10	abundant	F1 score
MetagenomeSeq	300	200	10	abundant	F1 score
LEfSe	300	200	10	abundant	F1 score
edgeR	300	200	10	abundant	F1 score
ALDEx2_wi	300	200	10	abundant	F1 score
fastANCOM	300	200	10	abundant	F1 score
DACOMP	300	200	10	abundant	F1 score
ZicoSeq	300	200	10	abundant	F1 score
limma_voom	300	200	10	abundant	F1 score
DESeq2	300	200	10	abundant	F1 score
Corncob	300	200	10	abundant	F1 score
MaAsLin2	300	200	10	abundant	F1 score
AAnew	500	200	10	abundant	F1 score
wilcox	500	200	10	abundant	F1 score
LinDA	500	200	10	abundant	F1 score
MetagenomeSeq	500	200	10	abundant	F1 score
LEfSe	500	200	10	abundant	F1 score
edgeR	500	200	10	abundant	F1 score
ALDEx2_wi	500	200	10	abundant	F1 score
fastANCOM	500	200	10	abundant	F1 score
DACOMP	500	200	10	abundant	F1 score
ZicoSeq	500	200	10	abundant	F1 score
limma_voom	500	200	10	abundant	F1 score
DESeq2	500	200	10	abundant	F1 score
Corncob	500	200	10	abundant	F1 score
MaAsLin2	500	200	10	abundant	F1 score
AAnew	20	200	1	rare	F1 score
wilcox	20	200	1	rare	F1 score
LinDA	20	200	1	rare	F1 score
MetagenomeSeq	20	200	1	rare	F1 score
LEfSe	20	200	1	rare	F1 score
edgeR	20	200	1	rare	F1 score
ALDEx2_wi	20	200	1	rare	F1 score
fastANCOM	20	200	1	rare	F1 score
DACOMP	20	200	1	rare	F1 score
ZicoSeq	20	200	1	rare	F1 score
limma_voom	20	200	1	rare	F1 score
DESeq2	20	200	1	rare	F1 score
Corncob	20	200	1	rare	F1 score
MaAsLin2	20	200	1	rare	F1 score
AAnew	50	200	1	rare	F1 score
wilcox	50	200	1	rare	F1 score
LinDA	50	200	1	rare	F1 score
MetagenomeSeq	50	200	1	rare	F1 score
LEfSe	50	200	1	rare	F1 score
edgeR	50	200	1	rare	F1 score
ALDEx2_wi	50	200	1	rare	F1 score
fastANCOM	50	200	1	rare	F1 score
DACOMP	50	200	1	rare	F1 score
ZicoSeq	50	200	1	rare	F1 score
limma_voom	50	200	1	rare	F1 score
DESeq2	50	200	1	rare	F1 score
Corncob	50	200	1	rare	F1 score
MaAsLin2	50	200	1	rare	F1 score
AAnew	100	200	1	rare	F1 score
wilcox	100	200	1	rare	F1 score
LinDA	100	200	1	rare	F1 score
MetagenomeSeq	100	200	1	rare	F1 score
LEfSe	100	200	1	rare	F1 score
edgeR	100	200	1	rare	F1 score
ALDEx2_wi	100	200	1	rare	F1 score
fastANCOM	100	200	1	rare	F1 score
DACOMP	100	200	1	rare	F1 score
ZicoSeq	100	200	1	rare	F1 score
limma_voom	100	200	1	rare	F1 score
DESeq2	100	200	1	rare	F1 score
Corncob	100	200	1	rare	F1 score
MaAsLin2	100	200	1	rare	F1 score
AAnew	200	200	1	rare	F1 score
wilcox	200	200	1	rare	F1 score
LinDA	200	200	1	rare	F1 score
MetagenomeSeq	200	200	1	rare	F1 score
LEfSe	200	200	1	rare	F1 score
edgeR	200	200	1	rare	F1 score
ALDEx2_wi	200	200	1	rare	F1 score
fastANCOM	200	200	1	rare	F1 score
DACOMP	200	200	1	rare	F1 score
ZicoSeq	200	200	1	rare	F1 score
limma_voom	200	200	1	rare	F1 score
DESeq2	200	200	1	rare	F1 score
Corncob	200	200	1	rare	F1 score
MaAsLin2	200	200	1	rare	F1 score
AAnew	300	200	1	rare	F1 score
wilcox	300	200	1	rare	F1 score
LinDA	300	200	1	rare	F1 score
MetagenomeSeq	300	200	1	rare	F1 score
LEfSe	300	200	1	rare	F1 score
edgeR	300	200	1	rare	F1 score
ALDEx2_wi	300	200	1	rare	F1 score
fastANCOM	300	200	1	rare	F1 score
DACOMP	300	200	1	rare	F1 score
ZicoSeq	300	200	1	rare	F1 score
limma_voom	300	200	1	rare	F1 score
DESeq2	300	200	1	rare	F1 score
Corncob	300	200	1	rare	F1 score
MaAsLin2	300	200	1	rare	F1 score
AAnew	500	200	1	rare	F1 score
wilcox	500	200	1	rare	F1 score
LinDA	500	200	1	rare	F1 score
MetagenomeSeq	500	200	1	rare	F1 score
LEfSe	500	200	1	rare	F1 score
edgeR	500	200	1	rare	F1 score
ALDEx2_wi	500	200	1	rare	F1 score
fastANCOM	500	200	1	rare	F1 score
DACOMP	500	200	1	rare	F1 score
ZicoSeq	500	200	1	rare	F1 score
limma_voom	500	200	1	rare	F1 score
DESeq2	500	200	1	rare	F1 score
Corncob	500	200	1	rare	F1 score
MaAsLin2	500	200	1	rare	F1 score
AAnew	20	200	2	rare	F1 score
wilcox	20	200	2	rare	F1 score
LinDA	20	200	2	rare	F1 score
MetagenomeSeq	20	200	2	rare	F1 score
LEfSe	20	200	2	rare	F1 score
edgeR	20	200	2	rare	F1 score
ALDEx2_wi	20	200	2	rare	F1 score
fastANCOM	20	200	2	rare	F1 score
DACOMP	20	200	2	rare	F1 score
ZicoSeq	20	200	2	rare	F1 score
limma_voom	20	200	2	rare	F1 score
DESeq2	20	200	2	rare	F1 score
Corncob	20	200	2	rare	F1 score
MaAsLin2	20	200	2	rare	F1 score
AAnew	50	200	2	rare	F1 score
wilcox	50	200	2	rare	F1 score
LinDA	50	200	2	rare	F1 score
MetagenomeSeq	50	200	2	rare	F1 score
LEfSe	50	200	2	rare	F1 score
edgeR	50	200	2	rare	F1 score
ALDEx2_wi	50	200	2	rare	F1 score
fastANCOM	50	200	2	rare	F1 score
DACOMP	50	200	2	rare	F1 score
ZicoSeq	50	200	2	rare	F1 score
limma_voom	50	200	2	rare	F1 score
DESeq2	50	200	2	rare	F1 score
Corncob	50	200	2	rare	F1 score
MaAsLin2	50	200	2	rare	F1 score
AAnew	100	200	2	rare	F1 score
wilcox	100	200	2	rare	F1 score
LinDA	100	200	2	rare	F1 score
MetagenomeSeq	100	200	2	rare	F1 score
LEfSe	100	200	2	rare	F1 score
edgeR	100	200	2	rare	F1 score
ALDEx2_wi	100	200	2	rare	F1 score
fastANCOM	100	200	2	rare	F1 score
DACOMP	100	200	2	rare	F1 score
ZicoSeq	100	200	2	rare	F1 score
limma_voom	100	200	2	rare	F1 score
DESeq2	100	200	2	rare	F1 score
Corncob	100	200	2	rare	F1 score
MaAsLin2	100	200	2	rare	F1 score
AAnew	200	200	2	rare	F1 score
wilcox	200	200	2	rare	F1 score
LinDA	200	200	2	rare	F1 score
MetagenomeSeq	200	200	2	rare	F1 score
LEfSe	200	200	2	rare	F1 score
edgeR	200	200	2	rare	F1 score
ALDEx2_wi	200	200	2	rare	F1 score
fastANCOM	200	200	2	rare	F1 score
DACOMP	200	200	2	rare	F1 score
ZicoSeq	200	200	2	rare	F1 score
limma_voom	200	200	2	rare	F1 score
DESeq2	200	200	2	rare	F1 score
Corncob	200	200	2	rare	F1 score
MaAsLin2	200	200	2	rare	F1 score
AAnew	300	200	2	rare	F1 score
wilcox	300	200	2	rare	F1 score
LinDA	300	200	2	rare	F1 score
MetagenomeSeq	300	200	2	rare	F1 score
LEfSe	300	200	2	rare	F1 score
edgeR	300	200	2	rare	F1 score
ALDEx2_wi	300	200	2	rare	F1 score
fastANCOM	300	200	2	rare	F1 score
DACOMP	300	200	2	rare	F1 score
ZicoSeq	300	200	2	rare	F1 score
limma_voom	300	200	2	rare	F1 score
DESeq2	300	200	2	rare	F1 score
Corncob	300	200	2	rare	F1 score
MaAsLin2	300	200	2	rare	F1 score
AAnew	500	200	2	rare	F1 score
wilcox	500	200	2	rare	F1 score
LinDA	500	200	2	rare	F1 score
MetagenomeSeq	500	200	2	rare	F1 score
LEfSe	500	200	2	rare	F1 score
edgeR	500	200	2	rare	F1 score
ALDEx2_wi	500	200	2	rare	F1 score
fastANCOM	500	200	2	rare	F1 score
DACOMP	500	200	2	rare	F1 score
ZicoSeq	500	200	2	rare	F1 score
limma_voom	500	200	2	rare	F1 score
DESeq2	500	200	2	rare	F1 score
Corncob	500	200	2	rare	F1 score
MaAsLin2	500	200	2	rare	F1 score
AAnew	20	200	5	rare	F1 score
wilcox	20	200	5	rare	F1 score
LinDA	20	200	5	rare	F1 score
MetagenomeSeq	20	200	5	rare	F1 score
LEfSe	20	200	5	rare	F1 score
edgeR	20	200	5	rare	F1 score
ALDEx2_wi	20	200	5	rare	F1 score
fastANCOM	20	200	5	rare	F1 score
DACOMP	20	200	5	rare	F1 score
ZicoSeq	20	200	5	rare	F1 score
limma_voom	20	200	5	rare	F1 score
DESeq2	20	200	5	rare	F1 score
Corncob	20	200	5	rare	F1 score
MaAsLin2	20	200	5	rare	F1 score
AAnew	50	200	5	rare	F1 score
wilcox	50	200	5	rare	F1 score
LinDA	50	200	5	rare	F1 score
MetagenomeSeq	50	200	5	rare	F1 score
LEfSe	50	200	5	rare	F1 score
edgeR	50	200	5	rare	F1 score
ALDEx2_wi	50	200	5	rare	F1 score
fastANCOM	50	200	5	rare	F1 score
DACOMP	50	200	5	rare	F1 score
ZicoSeq	50	200	5	rare	F1 score
limma_voom	50	200	5	rare	F1 score
DESeq2	50	200	5	rare	F1 score
Corncob	50	200	5	rare	F1 score
MaAsLin2	50	200	5	rare	F1 score
AAnew	100	200	5	rare	F1 score
wilcox	100	200	5	rare	F1 score
LinDA	100	200	5	rare	F1 score
MetagenomeSeq	100	200	5	rare	F1 score
LEfSe	100	200	5	rare	F1 score
edgeR	100	200	5	rare	F1 score
ALDEx2_wi	100	200	5	rare	F1 score
fastANCOM	100	200	5	rare	F1 score
DACOMP	100	200	5	rare	F1 score
ZicoSeq	100	200	5	rare	F1 score
limma_voom	100	200	5	rare	F1 score
DESeq2	100	200	5	rare	F1 score
Corncob	100	200	5	rare	F1 score
MaAsLin2	100	200	5	rare	F1 score
AAnew	200	200	5	rare	F1 score
wilcox	200	200	5	rare	F1 score
LinDA	200	200	5	rare	F1 score
MetagenomeSeq	200	200	5	rare	F1 score
LEfSe	200	200	5	rare	F1 score
edgeR	200	200	5	rare	F1 score
ALDEx2_wi	200	200	5	rare	F1 score
fastANCOM	200	200	5	rare	F1 score
DACOMP	200	200	5	rare	F1 score
ZicoSeq	200	200	5	rare	F1 score
limma_voom	200	200	5	rare	F1 score
DESeq2	200	200	5	rare	F1 score
Corncob	200	200	5	rare	F1 score
MaAsLin2	200	200	5	rare	F1 score
AAnew	300	200	5	rare	F1 score
wilcox	300	200	5	rare	F1 score
LinDA	300	200	5	rare	F1 score
MetagenomeSeq	300	200	5	rare	F1 score
LEfSe	300	200	5	rare	F1 score
edgeR	300	200	5	rare	F1 score
ALDEx2_wi	300	200	5	rare	F1 score
fastANCOM	300	200	5	rare	F1 score
DACOMP	300	200	5	rare	F1 score
ZicoSeq	300	200	5	rare	F1 score
limma_voom	300	200	5	rare	F1 score
DESeq2	300	200	5	rare	F1 score
Corncob	300	200	5	rare	F1 score
MaAsLin2	300	200	5	rare	F1 score
AAnew	500	200	5	rare	F1 score
wilcox	500	200	5	rare	F1 score
LinDA	500	200	5	rare	F1 score
MetagenomeSeq	500	200	5	rare	F1 score
LEfSe	500	200	5	rare	F1 score
edgeR	500	200	5	rare	F1 score
ALDEx2_wi	500	200	5	rare	F1 score
fastANCOM	500	200	5	rare	F1 score
DACOMP	500	200	5	rare	F1 score
ZicoSeq	500	200	5	rare	F1 score
limma_voom	500	200	5	rare	F1 score
DESeq2	500	200	5	rare	F1 score
Corncob	500	200	5	rare	F1 score
MaAsLin2	500	200	5	rare	F1 score
AAnew	20	200	10	rare	F1 score
wilcox	20	200	10	rare	F1 score
LinDA	20	200	10	rare	F1 score
MetagenomeSeq	20	200	10	rare	F1 score
LEfSe	20	200	10	rare	F1 score
edgeR	20	200	10	rare	F1 score
ALDEx2_wi	20	200	10	rare	F1 score
fastANCOM	20	200	10	rare	F1 score
DACOMP	20	200	10	rare	F1 score
ZicoSeq	20	200	10	rare	F1 score
limma_voom	20	200	10	rare	F1 score
DESeq2	20	200	10	rare	F1 score
Corncob	20	200	10	rare	F1 score
MaAsLin2	20	200	10	rare	F1 score
AAnew	50	200	10	rare	F1 score
wilcox	50	200	10	rare	F1 score
LinDA	50	200	10	rare	F1 score
MetagenomeSeq	50	200	10	rare	F1 score
LEfSe	50	200	10	rare	F1 score
edgeR	50	200	10	rare	F1 score
ALDEx2_wi	50	200	10	rare	F1 score
fastANCOM	50	200	10	rare	F1 score
DACOMP	50	200	10	rare	F1 score
ZicoSeq	50	200	10	rare	F1 score
limma_voom	50	200	10	rare	F1 score
DESeq2	50	200	10	rare	F1 score
Corncob	50	200	10	rare	F1 score
MaAsLin2	50	200	10	rare	F1 score
AAnew	100	200	10	rare	F1 score
wilcox	100	200	10	rare	F1 score
LinDA	100	200	10	rare	F1 score
MetagenomeSeq	100	200	10	rare	F1 score
LEfSe	100	200	10	rare	F1 score
edgeR	100	200	10	rare	F1 score
ALDEx2_wi	100	200	10	rare	F1 score
fastANCOM	100	200	10	rare	F1 score
DACOMP	100	200	10	rare	F1 score
ZicoSeq	100	200	10	rare	F1 score
limma_voom	100	200	10	rare	F1 score
DESeq2	100	200	10	rare	F1 score
Corncob	100	200	10	rare	F1 score
MaAsLin2	100	200	10	rare	F1 score
AAnew	200	200	10	rare	F1 score
wilcox	200	200	10	rare	F1 score
LinDA	200	200	10	rare	F1 score
MetagenomeSeq	200	200	10	rare	F1 score
LEfSe	200	200	10	rare	F1 score
edgeR	200	200	10	rare	F1 score
ALDEx2_wi	200	200	10	rare	F1 score
fastANCOM	200	200	10	rare	F1 score
DACOMP	200	200	10	rare	F1 score
ZicoSeq	200	200	10	rare	F1 score
limma_voom	200	200	10	rare	F1 score
DESeq2	200	200	10	rare	F1 score
Corncob	200	200	10	rare	F1 score
MaAsLin2	200	200	10	rare	F1 score
AAnew	300	200	10	rare	F1 score
wilcox	300	200	10	rare	F1 score
LinDA	300	200	10	rare	F1 score
MetagenomeSeq	300	200	10	rare	F1 score
LEfSe	300	200	10	rare	F1 score
edgeR	300	200	10	rare	F1 score
ALDEx2_wi	300	200	10	rare	F1 score
fastANCOM	300	200	10	rare	F1 score
DACOMP	300	200	10	rare	F1 score
ZicoSeq	300	200	10	rare	F1 score
limma_voom	300	200	10	rare	F1 score
